title,summary,pdf_url,arxiv_link
BERT-VBD: Vietnamese Multi-Document Summarization Framework,"In tackling the challenge of Multi-Document Summarization (MDS), numerous
methods have been proposed, spanning both extractive and abstractive
summarization techniques. However, each approach has its own limitations,
making it less effective to rely solely on either one. An emerging and
promising strategy involves a synergistic fusion of extractive and abstractive
summarization methods. Despite the plethora of studies in this domain, research
on the combined methodology remains scarce, particularly in the context of
Vietnamese language processing. This paper presents a novel Vietnamese MDS
framework leveraging a two-component pipeline architecture that integrates
extractive and abstractive techniques. The first component employs an
extractive approach to identify key sentences within each document. This is
achieved by a modification of the pre-trained BERT network, which derives
semantically meaningful phrase embeddings using siamese and triplet network
structures. The second component utilizes the VBD-LLaMA2-7B-50b model for
abstractive summarization, ultimately generating the final summary document.
Our proposed framework demonstrates a positive performance, attaining ROUGE-2
scores of 39.6% on the VN-MDS dataset and outperforming the state-of-the-art
baselines.",http://arxiv.org/pdf/2409.12134v1,http://arxiv.org/abs/2409.12134v1
Einstein-dilaton-four-Maxwell Holographic Anisotropic Models,"In recent literature on holographic QCD, the consideration of the
five-dimensional Einstein-dilaton-Maxwell models has played a crucial role.
Typically, one Maxwell field is associated with the chemical potential, while
additional Maxwell fields are used to describe the anisotropy of the model. A
more general scenario involves up to four Maxwell fields. The second field
represents spatial longitudinal-transverse anisotropy, while the third and
fourth fields describe anisotropy induced by an external magnetic field. We
consider an ansatz for the metric characterized by four functions at zero
temperature and five functions at non-zero temperature. Maxwell field related
to the chemical potential is treated with the electric ansatz, as is customary,
whereas the remaining three Maxwell fields are treated with a magnetic ansatz.
We demonstrate that for the fully anisotropic diagonal metric only six out of
the seven equations are independent. One of the matter equations -- either the
dilaton or the vector potential equation -- follows from the Einstein equations
and the remaining matter equation. This redundancy arises due to the Bianchi
identity for the Einstein tensor and the specific form of the stress-energy
tensor in the model. A procedure for solving this system of six equations is
provided. This method generalizes previously studied cases involving up to
three Maxwell fields. In the solution with three magnetic fields our analysis
shows, that the dilaton equation is a consequence of the five Einstein
equations and the equation for the vector potential",http://arxiv.org/pdf/2409.12131v1,http://arxiv.org/abs/2409.12131v1
Linguini: A benchmark for language-agnostic linguistic reasoning,"We propose a new benchmark to measure a language model's linguistic reasoning
skills without relying on pre-existing language-specific knowledge. The test
covers 894 questions grouped in 160 problems across 75 (mostly) extremely
low-resource languages, extracted from the International Linguistic Olympiad
corpus. To attain high accuracy on this benchmark, models don't need previous
knowledge of the tested language, as all the information needed to solve the
linguistic puzzle is presented in the context. We find that, while all analyzed
models rank below 25% accuracy, there is a significant gap between open and
closed models, with the best-performing proprietary model at 24.05% and the
best-performing open model at 8.84%.",http://arxiv.org/pdf/2409.12126v1,http://arxiv.org/abs/2409.12126v1
Qwen2.5-Math Technical Report: Toward Mathematical Expert Model via Self-Improvement,"In this report, we present a series of math-specific large language models:
Qwen2.5-Math and Qwen2.5-Math-Instruct-1.5B/7B/72B. The core innovation of the
Qwen2.5 series lies in integrating the philosophy of self-improvement
throughout the entire pipeline, from pre-training and post-training to
inference: (1) During the pre-training phase, Qwen2-Math-Instruct is utilized
to generate large-scale, high-quality mathematical data. (2) In the
post-training phase, we develop a reward model (RM) by conducting massive
sampling from Qwen2-Math-Instruct. This RM is then applied to the iterative
evolution of data in supervised fine-tuning (SFT). With a stronger SFT model,
it's possible to iteratively train and update the RM, which in turn guides the
next round of SFT data iteration. On the final SFT model, we employ the
ultimate RM for reinforcement learning, resulting in the Qwen2.5-Math-Instruct.
(3) Furthermore, during the inference stage, the RM is used to guide sampling,
optimizing the model's performance.
  Qwen2.5-Math-Instruct supports both Chinese and English, and possess advanced
mathematical reasoning capabilities, including Chain-of-Thought (CoT) and
Tool-Integrated Reasoning (TIR). We evaluate our models on 10 mathematics
datasets in both English and Chinese, such as GSM8K, MATH, GaoKao, AMC23, and
AIME24, covering a range of difficulties from grade school level to math
competition problems.",http://arxiv.org/pdf/2409.12122v1,http://arxiv.org/abs/2409.12122v1
Computing the $\mathbb{Z}_2$ Invariant in Two-Dimensional Strongly-Correlated Systems,"We show that the two-dimensional $\mathbb{Z}_2$ invariant for time-reversal
invariant insulators can be formulated in terms of the boundary-condition
dependence of the ground state wavefunction for both non-interacting and
strongly-correlated insulators. By introducing a family of quasi-single
particle states associated to the many-body ground state of an insulator, we
show that the $\mathbb{Z}_2$ invariant can be expressed as the integral of a
certain Berry connection over half the space of boundary conditions, providing
an alternative expression to the formulations that appear in [Lee et al., Phys.
Rev. Lett. $\textbf{100}$, 186807 (2008)]. We show the equivalence of the
different many-body formulations of the invariant, and show how they reduce to
known band-theoretic results for Slater determinant ground states. Finally, we
apply our results to analytically calculate the invariant for the Kane-Mele
model with nonlocal (orbital) Hatsugai-Kohmoto (HK) interactions. This
rigorously establishes the topological nontriviality of the Kane-Mele model
with HK interactions, and represents one of the few exact calculations of the
$\mathbb{Z}_2$ invariant for a strongly-interacting system.",http://arxiv.org/pdf/2409.12120v1,http://arxiv.org/abs/2409.12120v1
Low Frame-rate Speech Codec: a Codec Designed for Fast High-quality Speech LLM Training and Inference,"Large language models (LLMs) have significantly advanced audio processing
through audio codecs that convert audio into discrete tokens, enabling the
application of language modeling techniques to audio data. However, audio
codecs often operate at high frame rates, resulting in slow training and
inference, especially for autoregressive models. To address this challenge, we
present the Low Frame-rate Speech Codec (LFSC): a neural audio codec that
leverages finite scalar quantization and adversarial training with large speech
language models to achieve high-quality audio compression with a 1.89 kbps
bitrate and 21.5 frames per second. We demonstrate that our novel codec can
make the inference of LLM-based text-to-speech models around three times faster
while improving intelligibility and producing quality comparable to previous
models.",http://arxiv.org/pdf/2409.12117v1,http://arxiv.org/abs/2409.12117v1
Stronger Baseline Models -- A Key Requirement for Aligning Machine Learning Research with Clinical Utility,"Machine Learning (ML) research has increased substantially in recent years,
due to the success of predictive modeling across diverse application domains.
However, well-known barriers exist when attempting to deploy ML models in
high-stakes, clinical settings, including lack of model transparency (or the
inability to audit the inference process), large training data requirements
with siloed data sources, and complicated metrics for measuring model utility.
In this work, we show empirically that including stronger baseline models in
healthcare ML evaluations has important downstream effects that aid
practitioners in addressing these challenges. Through a series of case studies,
we find that the common practice of omitting baselines or comparing against a
weak baseline model (e.g. a linear model with no optimization) obscures the
value of ML methods proposed in the research literature. Using these insights,
we propose some best practices that will enable practitioners to more
effectively study and deploy ML models in clinical settings.",http://arxiv.org/pdf/2409.12116v1,http://arxiv.org/abs/2409.12116v1
Revisiting Dark Photon Constraints from CMB Spectral Distortions,"Spectral distortions of the cosmic microwave background (CMB) provide
stringent constraints on energy and entropy production in the post-BBN (Big
Bang Nucleosynthesis) era. This has been used to constrain dark photon models
with COBE/FIRAS and forecast the potential gains with future CMB spectrometers.
Here, we revisit these constraints by carefully considering the photon to dark
photon conversion process and evolution of the distortion signal. Previous
works only included the effect of CMB energy density changes but neglected the
change to the photon number density. We clearly define the dark photon
distortion signal and show that in contrast to previous analytic estimates the
distortion has an opposite sign and a $\simeq 1.5$ times larger amplitude. We
furthermore extend the treatment into the large distortion regime to also cover
the redshift range $\simeq 2\times 10^6-4\times 10^7$ between the $\mu$-era and
the end of BBN using CosmoTherm. This shows that the CMB distortion constraints
for dark photon masses in the range $10^{-4}\,{\rm eV}\lesssim m_{\rm
dp}\lesssim 10^{-3}\,{\rm eV}$ were significantly underestimated. We
demonstrate that in the small distortion regime the distortion caused by photon
to dark photon conversion is extremely close to a $\mu$-type distortion
independent of the conversion redshift. This opens the possibility to study
dark photon models using CMB distortion anisotropies and the correlations with
CMB temperature anisotropies as we highlight here.",http://arxiv.org/pdf/2409.12115v1,http://arxiv.org/abs/2409.12115v1
Applications of Knowledge Distillation in Remote Sensing: A Survey,"With the ever-growing complexity of models in the field of remote sensing
(RS), there is an increasing demand for solutions that balance model accuracy
with computational efficiency. Knowledge distillation (KD) has emerged as a
powerful tool to meet this need, enabling the transfer of knowledge from large,
complex models to smaller, more efficient ones without significant loss in
performance. This review article provides an extensive examination of KD and
its innovative applications in RS. KD, a technique developed to transfer
knowledge from a complex, often cumbersome model (teacher) to a more compact
and efficient model (student), has seen significant evolution and application
across various domains. Initially, we introduce the fundamental concepts and
historical progression of KD methods. The advantages of employing KD are
highlighted, particularly in terms of model compression, enhanced computational
efficiency, and improved performance, which are pivotal for practical
deployments in RS scenarios. The article provides a comprehensive taxonomy of
KD techniques, where each category is critically analyzed to demonstrate the
breadth and depth of the alternative options, and illustrates specific case
studies that showcase the practical implementation of KD methods in RS tasks,
such as instance segmentation and object detection. Further, the review
discusses the challenges and limitations of KD in RS, including practical
constraints and prospective future directions, providing a comprehensive
overview for researchers and practitioners in the field of RS. Through this
organization, the paper not only elucidates the current state of research in KD
but also sets the stage for future research opportunities, thereby contributing
significantly to both academic research and real-world applications.",http://arxiv.org/pdf/2409.12111v1,http://arxiv.org/abs/2409.12111v1
SPRMamba: Surgical Phase Recognition for Endoscopic Submucosal Dissection with Mamba,"Endoscopic Submucosal Dissection (ESD) is a minimally invasive procedure
initially designed for the treatment of early gastric cancer but is now widely
used for various gastrointestinal lesions. Computer-assisted Surgery systems
have played a crucial role in improving the precision and safety of ESD
procedures, however, their effectiveness is limited by the accurate recognition
of surgical phases. The intricate nature of ESD, with different lesion
characteristics and tissue structures, presents challenges for real-time
surgical phase recognition algorithms. Existing surgical phase recognition
algorithms struggle to efficiently capture temporal contexts in video-based
scenarios, leading to insufficient performance. To address these issues, we
propose SPRMamba, a novel Mamba-based framework for ESD surgical phase
recognition. SPRMamba leverages the strengths of Mamba for long-term temporal
modeling while introducing the Scaled Residual TranMamba block to enhance the
capture of fine-grained details, overcoming the limitations of traditional
temporal models like Temporal Convolutional Networks and Transformers.
Moreover, a Temporal Sample Strategy is introduced to accelerate the
processing, which is essential for real-time phase recognition in clinical
settings. Extensive testing on the ESD385 dataset and the cholecystectomy
Cholec80 dataset demonstrates that SPRMamba surpasses existing state-of-the-art
methods and exhibits greater robustness across various surgical phase
recognition tasks.",http://arxiv.org/pdf/2409.12108v1,http://arxiv.org/abs/2409.12108v1
Measuring Human and AI Values based on Generative Psychometrics with Large Language Models,"Human values and their measurement are long-standing interdisciplinary
inquiry. Recent advances in AI have sparked renewed interest in this area, with
large language models (LLMs) emerging as both tools and subjects of value
measurement. This work introduces Generative Psychometrics for Values (GPV), an
LLM-based, data-driven value measurement paradigm, theoretically grounded in
text-revealed selective perceptions. We begin by fine-tuning an LLM for
accurate perception-level value measurement and verifying the capability of
LLMs to parse texts into perceptions, forming the core of the GPV pipeline.
Applying GPV to human-authored blogs, we demonstrate its stability, validity,
and superiority over prior psychological tools. Then, extending GPV to LLM
value measurement, we advance the current art with 1) a psychometric
methodology that measures LLM values based on their scalable and free-form
outputs, enabling context-specific measurement; 2) a comparative analysis of
measurement paradigms, indicating response biases of prior methods; and 3) an
attempt to bridge LLM values and their safety, revealing the predictive power
of different value systems and the impacts of various values on LLM safety.
Through interdisciplinary efforts, we aim to leverage AI for next-generation
psychometrics and psychometrics for value-aligned AI.",http://arxiv.org/pdf/2409.12106v1,http://arxiv.org/abs/2409.12106v1
FedLF: Adaptive Logit Adjustment and Feature Optimization in Federated Long-Tailed Learning,"Federated learning offers a paradigm to the challenge of preserving privacy
in distributed machine learning. However, datasets distributed across each
client in the real world are inevitably heterogeneous, and if the datasets can
be globally aggregated, they tend to be long-tailed distributed, which greatly
affects the performance of the model. The traditional approach to federated
learning primarily addresses the heterogeneity of data among clients, yet it
fails to address the phenomenon of class-wise bias in global long-tailed data.
This results in the trained model focusing on the head classes while neglecting
the equally important tail classes. Consequently, it is essential to develop a
methodology that considers classes holistically. To address the above problems,
we propose a new method FedLF, which introduces three modifications in the
local training phase: adaptive logit adjustment, continuous class centred
optimization, and feature decorrelation. We compare seven state-of-the-art
methods with varying degrees of data heterogeneity and long-tailed
distribution. Extensive experiments on benchmark datasets CIFAR-10-LT and
CIFAR-100-LT demonstrate that our approach effectively mitigates the problem of
model performance degradation due to data heterogeneity and long-tailed
distribution. our code is available at https://github.com/18sym/FedLF.",http://arxiv.org/pdf/2409.12105v1,http://arxiv.org/abs/2409.12105v1
Performance of Quantum Approximate Optimization with Quantum Error Detection,"Quantum algorithms must be scaled up to tackle real-world applications. Doing
so requires overcoming the noise present on today's hardware. The quantum
approximate optimization algorithm (QAOA) is a promising candidate for scaling
up due to its modest resource requirements and documented asymptotic speedup
over state-of-the-art classical algorithms for some problems. However,
achieving better-than-classical performance with QAOA is believed to require
fault tolerance. In this paper, we demonstrate a partially fault-tolerant
implementation of QAOA using the $[[k+2,k,2]]$ ``Iceberg'' error detection
code. We observe that encoding the circuit with the Iceberg code improves the
algorithmic performance as compared to the unencoded circuit for problems with
up to $20$ logical qubits on a trapped-ion quantum computer. Additionally, we
propose and calibrate a model for predicting the code performance, and use it
to characterize the limits of the Iceberg code and extrapolate its performance
to future hardware with improved error rates. In particular, we show how our
model can be used to determine necessary conditions for QAOA to outperform
Goemans-Williamson algorithm on future hardware. Our results demonstrate the
largest universal quantum computing algorithm protected by partially
fault-tolerant quantum error detection on practical applications to date,
paving the way towards solving real-world applications with quantum computers.",http://arxiv.org/pdf/2409.12104v1,http://arxiv.org/abs/2409.12104v1
Cyclicity Analysis of the Ornstein-Uhlenbeck Process,"In this thesis, we consider an $N$-dimensional Ornstein-Uhlenbeck (OU)
process satisfying the linear stochastic differential equation $d\mathbf x(t) =
- \mathbf B\mathbf x(t) dt + \boldsymbol \Sigma d \mathbf w(t).$ Here, $\mathbf
B$ is a fixed $N \times N$ circulant friction matrix whose eigenvalues have
positive real parts, $\boldsymbol \Sigma$ is a fixed $N \times M$ matrix. We
consider a signal propagation model governed by this OU process. In this model,
an underlying signal propagates throughout a network consisting of $N$ linked
sensors located in space. We interpret the $n$-th component of the OU process
as the measurement of the propagating effect made by the $n$-th sensor. The
matrix $\mathbf B$ represents the sensor network structure: if $\mathbf B$ has
first row $(b_1 \ , \ \dots \ , \ b_N),$ where $b_1>0$ and $b_2 \ , \ \dots \
,\ b_N \le 0,$ then the magnitude of $b_p$ quantifies how receptive the $n$-th
sensor is to activity within the $(n+p-1)$-th sensor. Finally, the $(m,n)$-th
entry of the matrix $\mathbf D = \frac{\boldsymbol \Sigma \boldsymbol
\Sigma^\text T}{2}$ is the covariance of the component noises injected into the
$m$-th and $n$-th sensors. For different choices of $\mathbf B$ and
$\boldsymbol \Sigma,$ we investigate whether Cyclicity Analysis enables us to
recover the structure of network. Roughly speaking, Cyclicity Analysis studies
the lead-lag dynamics pertaining to the components of a multivariate signal. We
specifically consider an $N \times N$ skew-symmetric matrix $\mathbf Q,$ known
as the lead matrix, in which the sign of its $(m,n)$-th entry captures the
lead-lag relationship between the $m$-th and $n$-th component OU processes. We
investigate whether the structure of the leading eigenvector of $\mathbf Q,$
the eigenvector corresponding to the largest eigenvalue of $\mathbf Q$ in
modulus, reflects the network structure induced by $\mathbf B.$",http://arxiv.org/pdf/2409.12102v1,http://arxiv.org/abs/2409.12102v1
Symmetry-Enriched Learning: A Category-Theoretic Framework for Robust Machine Learning Models,"This manuscript presents a novel framework that integrates higher-order
symmetries and category theory into machine learning. We introduce new
mathematical constructs, including hyper-symmetry categories and functorial
representations, to model complex transformations within learning algorithms.
Our contributions include the design of symmetry-enriched learning models, the
development of advanced optimization techniques leveraging categorical
symmetries, and the theoretical analysis of their implications for model
robustness, generalization, and convergence. Through rigorous proofs and
practical applications, we demonstrate that incorporating higher-dimensional
categorical structures enhances both the theoretical foundations and practical
capabilities of modern machine learning algorithms, opening new directions for
research and innovation.",http://arxiv.org/pdf/2409.12100v1,http://arxiv.org/abs/2409.12100v1
Brain-Streams: fMRI-to-Image Reconstruction with Multi-modal Guidance,"Understanding how humans process visual information is one of the crucial
steps for unraveling the underlying mechanism of brain activity. Recently, this
curiosity has motivated the fMRI-to-image reconstruction task; given the fMRI
data from visual stimuli, it aims to reconstruct the corresponding visual
stimuli. Surprisingly, leveraging powerful generative models such as the Latent
Diffusion Model (LDM) has shown promising results in reconstructing complex
visual stimuli such as high-resolution natural images from vision datasets.
Despite the impressive structural fidelity of these reconstructions, they often
lack details of small objects, ambiguous shapes, and semantic nuances.
Consequently, the incorporation of additional semantic knowledge, beyond mere
visuals, becomes imperative. In light of this, we exploit how modern LDMs
effectively incorporate multi-modal guidance (text guidance, visual guidance,
and image layout) for structurally and semantically plausible image
generations. Specifically, inspired by the two-streams hypothesis suggesting
that perceptual and semantic information are processed in different brain
regions, our framework, Brain-Streams, maps fMRI signals from these brain
regions to appropriate embeddings. That is, by extracting textual guidance from
semantic information regions and visual guidance from perceptual information
regions, Brain-Streams provides accurate multi-modal guidance to LDMs. We
validate the reconstruction ability of Brain-Streams both quantitatively and
qualitatively on a real fMRI dataset comprising natural image stimuli and fMRI
data.",http://arxiv.org/pdf/2409.12099v1,http://arxiv.org/abs/2409.12099v1
Trading with propagators and constraints: applications to optimal execution and battery storage,"Motivated by optimal execution with stochastic signals, market impact and
constraints in financial markets, and optimal storage management in commodity
markets, we formulate and solve an optimal trading problem with a general
propagator model under linear functional inequality constraints. The optimal
control is given explicitly in terms of the corresponding Lagrange multipliers
and their conditional expectations, as a solution to a linear stochastic
Fredholm equation. We propose a stochastic version of the Uzawa algorithm on
the dual problem to construct the stochastic Lagrange multipliers numerically
via a stochastic projected gradient ascent, combined with a least-squares Monte
Carlo regression step to approximate their conditional expectations. We
illustrate our findings on two different practical applications with stochastic
signals: (i) an optimal execution problem with an exponential or a power law
decaying transient impact, with either a `no-shorting' constraint in the
presence of a `sell' signal, a `no-buying' constraint in the presence of a
`buy' signal or a stochastic `stop-trading' constraint whenever the exogenous
price drops below a specified reference level; (ii) a battery storage problem
with instantaneous operating costs, seasonal signals and fixed constraints on
both the charging power and the load capacity of the battery.",http://arxiv.org/pdf/2409.12098v1,http://arxiv.org/abs/2409.12098v1
Skill matching at scale: freelancer-project alignment for efficient multilingual candidate retrieval,"Finding the perfect match between a job proposal and a set of freelancers is
not an easy task to perform at scale, especially in multiple languages. In this
paper, we propose a novel neural retriever architecture that tackles this
problem in a multilingual setting. Our method encodes project descriptions and
freelancer profiles by leveraging pre-trained multilingual language models. The
latter are used as backbone for a custom transformer architecture that aims to
keep the structure of the profiles and project. This model is trained with a
contrastive loss on historical data. Thanks to several experiments, we show
that this approach effectively captures skill matching similarity and
facilitates efficient matching, outperforming traditional methods.",http://arxiv.org/pdf/2409.12097v2,http://arxiv.org/abs/2409.12097v2
Undersampling effects on observed periods of coronal oscillations,"Context. Recent observations of decayless transverse oscillations have shown
two branches in the relationship between periods and loop lengths. One is a
linear relationship, interpreted as a standing mode. The other shows almost no
correlation and has not yet been interpreted conclusively. Aims. We
investigated the undersampling effect on observed periods of decayless
oscillations. Methods. We considered oscillating coronal loops that closely
follow the observed loop length distribution. Assuming that all oscillations
are standing waves, we modeled a signal that represents decayless oscillations
where the period is proportional to the loop length and the amplitude and phase
are randomly drawn. A downsampled signal was generated from the original signal
by considering different sample rates that mimic temporal cadences of
telescopes, and periods for sampled signals were analysed using the fast
Fourier transform. Results. When the sampling cadence is getting closer to the
actual oscillation period, a tendency for overestimating periods in short loops
is enhanced. The relationship between loop lengths and periods of the sampled
signals shows the two branches as in the observation. Conclusions. We find that
long periods of decayless oscillations occurring in short loops could be the
result of undersampling.",http://arxiv.org/pdf/2409.12095v1,http://arxiv.org/abs/2409.12095v1
"IMRL: Integrating Visual, Physical, Temporal, and Geometric Representations for Enhanced Food Acquisition","Robotic assistive feeding holds significant promise for improving the quality
of life for individuals with eating disabilities. However, acquiring diverse
food items under varying conditions and generalizing to unseen food presents
unique challenges. Existing methods that rely on surface-level geometric
information (e.g., bounding box and pose) derived from visual cues (e.g.,
color, shape, and texture) often lacks adaptability and robustness, especially
when foods share similar physical properties but differ in visual appearance.
We employ imitation learning (IL) to learn a policy for food acquisition.
Existing methods employ IL or Reinforcement Learning (RL) to learn a policy
based on off-the-shelf image encoders such as ResNet-50. However, such
representations are not robust and struggle to generalize across diverse
acquisition scenarios. To address these limitations, we propose a novel
approach, IMRL (Integrated Multi-Dimensional Representation Learning), which
integrates visual, physical, temporal, and geometric representations to enhance
the robustness and generalizability of IL for food acquisition. Our approach
captures food types and physical properties (e.g., solid, semi-solid, granular,
liquid, and mixture), models temporal dynamics of acquisition actions, and
introduces geometric information to determine optimal scooping points and
assess bowl fullness. IMRL enables IL to adaptively adjust scooping strategies
based on context, improving the robot's capability to handle diverse food
acquisition scenarios. Experiments on a real robot demonstrate our approach's
robustness and adaptability across various foods and bowl configurations,
including zero-shot generalization to unseen settings. Our approach achieves
improvement up to $35\%$ in success rate compared with the best-performing
baseline.",http://arxiv.org/pdf/2409.12092v1,http://arxiv.org/abs/2409.12092v1
Uncovering liquid-substrate fluctuation effects on crystal growth and disordered hyperuniformity of two-dimensional materials,"We investigate the growth of two-dimensional (2D) crystals on fluctuating
surfaces using a phase field crystal model that is relevant on atomic length
and diffusive time scales. Motivated by recent experiments which achieved
unprecedented fast growth of large-size high-quality 2D crystals on liquid
substrates, we uncover novel effects of liquid surfaces on microstructural
ordering. We find that substrate fluctuations generate short-ranged noise that
speeds up crystallization and grain growth of the overlayer, surpassing that of
free-standing system. Coupling to the liquid substrate fluctuations can also
modulate local randomness, leading to intriguing disordered structures with
hidden spatial order, i.e., disordered hyperuniformity. These results reveal
the physical mechanisms underlying the fast growth of 2D crystals on liquid
surfaces and demonstrate a novel strategy for synthesizing disordered
hyperuniform thin film structures.",http://arxiv.org/pdf/2409.12090v1,http://arxiv.org/abs/2409.12090v1
The Impact of Element Ordering on LM Agent Performance,"There has been a surge of interest in language model agents that can navigate
virtual environments such as the web or desktop. To navigate such environments,
agents benefit from information on the various elements (e.g., buttons, text,
or images) present. It remains unclear which element attributes have the
greatest impact on agent performance, especially in environments that only
provide a graphical representation (i.e., pixels). Here we find that the
ordering in which elements are presented to the language model is surprisingly
impactful--randomizing element ordering in a webpage degrades agent performance
comparably to removing all visible text from an agent's state representation.
While a webpage provides a hierarchical ordering of elements, there is no such
ordering when parsing elements directly from pixels. Moreover, as tasks become
more challenging and models more sophisticated, our experiments suggest that
the impact of ordering increases. Finding an effective ordering is non-trivial.
We investigate the impact of various element ordering methods in web and
desktop environments. We find that dimensionality reduction provides a viable
ordering for pixel-only environments. We train a UI element detection model to
derive elements from pixels and apply our findings to an agent
benchmark--OmniACT--where we only have access to pixels. Our method completes
more than two times as many tasks on average relative to the previous
state-of-the-art.",http://arxiv.org/pdf/2409.12089v2,http://arxiv.org/abs/2409.12089v2
Quark saturation in the QCD phase diagram,"We determine the onset of Quarkyonic Matter corresponding to values of
temperature and baryon chemical potential at which the quark phase space
density becomes one. At zero temperature for baryon chemical potentials below
the mass of the Lambda baryon, only nucleons contribute to the quark density.
This is different at finite temperature, where all baryons, mesons and their
resonances can be excited and thus add quarks to the phase space. The
probability density to find a quark inside a hadron is determined using the
Yukawa ansatz of the IdylliQ model of Quarkyonic Matter. We estimate separately
the magnitude of the various contributions of nucleons, Delta baryons, pions as
well as further hadrons and resonances. The uncertainty in the parametrization
of the probability density to find a quark inside a nucleon is spanned by
assuming that at zero temperature the transition density to Quarkyonic Matter
is between one and three times that of nuclear matter. Various predictions for
a possible critical point associated with the chiral phase transition are found
close to a triple point at which the line of the deconfinement transition and
the curve associated with the transition to Quarkyonic Matter intersect. These
considerations provide an estimate for the region in the QCD phase diagram
where Quarkyonic Matter may be found.",http://arxiv.org/pdf/2409.12088v1,http://arxiv.org/abs/2409.12088v1
Towards Interpretable End-Stage Renal Disease (ESRD) Prediction: Utilizing Administrative Claims Data with Explainable AI Techniques,"This study explores the potential of utilizing administrative claims data,
combined with advanced machine learning and deep learning techniques, to
predict the progression of Chronic Kidney Disease (CKD) to End-Stage Renal
Disease (ESRD). We analyze a comprehensive, 10-year dataset provided by a major
health insurance organization to develop prediction models for multiple
observation windows using traditional machine learning methods such as Random
Forest and XGBoost as well as deep learning approaches such as Long Short-Term
Memory (LSTM) networks. Our findings demonstrate that the LSTM model,
particularly with a 24-month observation window, exhibits superior performance
in predicting ESRD progression, outperforming existing models in the
literature. We further apply SHapley Additive exPlanations (SHAP) analysis to
enhance interpretability, providing insights into the impact of individual
features on predictions at the individual patient level. This study underscores
the value of leveraging administrative claims data for CKD management and
predicting ESRD progression.",http://arxiv.org/pdf/2409.12087v1,http://arxiv.org/abs/2409.12087v1
Unveiling the Secrets of New Physics Through Top Quark Tagging,"The ubiquity of top-rich final states in the context of beyond the Standard
Model (BSM) searches has led to their status as extensively studied signatures
at the LHC. Over the past decade, numerous endeavours have been undertaken in
the literature to develop methods for efficiently distinguishing boosted top
quark jets from QCD jets. Although cut-based strategies for boosted top
tagging, which rely on substructure information from fat jets resulting from
the hadronic decay of boosted top quarks, were introduced in the literature as
early as 2008, recent years have witnessed a surge in the utilization of
machine learning-based approaches for the classification of top-jets from QCD
jets. The review focuses on the present status of boosted top tagging and its
application for BSM searchers.",http://arxiv.org/pdf/2409.12085v1,http://arxiv.org/abs/2409.12085v1
The $η_c$-meson leading-twist distribution amplitude,"In this project, we employ the short-distance factorization to compute the
distribution amplitude of the $\eta_c$-meson from Lattice QCD at leading twist.
We employ a set of CLS $N_f=2$ ensembles at three lattice spacings and various
quark masses to extrapolate the pseudo distribution to the physical point in
the isospin limit. We solve the inverse problem modeling the distribution
amplitude, and we match our results to the light-cone in the
$\overline{\text{MS}}$-scheme. We include a complete error budget, and we
compare to two alternative approaches: non-relativistic QCD and Dyson-Schwinger
equations, finding good agreement with the latter but not with the former.",http://arxiv.org/pdf/2409.12084v1,http://arxiv.org/abs/2409.12084v1
ReLU Surrogates in Mixed-Integer MPC for Irrigation Scheduling,"Efficient water management in agriculture is important for mitigating the
growing freshwater scarcity crisis. Mixed-integer Model Predictive Control
(MPC) has emerged as an effective approach for addressing the complex
scheduling problems in agricultural irrigation. However, the computational
complexity of mixed-integer MPC still poses a significant challenge,
particularly in large-scale applications. This study proposes an approach to
enhance the computational efficiency of mixed-integer MPC-based irrigation
schedulers by employing ReLU surrogate models to describe the soil moisture
dynamics of the agricultural field. By leveraging the mixed-integer linear
representation of the ReLU operator, the proposed approach transforms the
mixed-integer MPC-based scheduler with a quadratic cost function into a
mixed-integer quadratic program, which is the simplest class of mixed-integer
nonlinear programming problems that can be efficiently solved using global
optimization solvers. The effectiveness of this approach is demonstrated
through comparative studies conducted on a large-scale agricultural field
across two growing seasons, involving other machine learning surrogate models,
specifically Long Short-Term Memory (LSTM) networks, and the widely used
triggered irrigation scheduling method. The ReLU-based approach significantly
reduces solution times -- by up to 99.5\% -- while achieving comparable
performance to the LSTM approach in terms of water savings and Irrigation Water
Use Efficiency (IWUE). Moreover, the ReLU-based approach maintains enhanced
performance in terms of total prescribed irrigation and IWUE compared to the
widely-used triggered irrigation scheduling method.",http://arxiv.org/pdf/2409.12082v1,http://arxiv.org/abs/2409.12082v1
